"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0051348","negative regulation of transferase activity","8/272","212/28832",0.0377358490566038,4,4.27848066787695,0.00095896095067591,0.0116440501545613,0.00831730385948075,"Akt1/Banf1/Cav1/Coro1c/Dusp3/Fabp4/Prkcd/Rps7",8,"BP"
"GO:0098739","import across plasma membrane","8/272","212/28832",0.0377358490566038,4,4.27848066787695,0.00095896095067591,0.0116440501545613,0.00831730385948075,"Akt1/Akt2/Arl6ip1/Cav1/Cd36/Fxyd2/Prkcd/Thbs1",8,"BP"
"GO:0006684","sphingomyelin metabolic process","3/272","21/28832",0.142857142857143,15.1428571428571,6.32707291235833,0.00097383295285471,0.0117027279592197,0.00835921720790098,"Abca8a/Prkcd/Smpd2",3,"BP"
"GO:0019430","removal of superoxide radicals","3/272","21/28832",0.142857142857143,15.1428571428571,6.32707291235833,0.00097383295285471,0.0117027279592197,0.00835921720790098,"Cd36/Mb/Sod1",3,"BP"
"GO:0046514","ceramide catabolic process","3/272","21/28832",0.142857142857143,15.1428571428571,6.32707291235833,0.00097383295285471,0.0117027279592197,0.00835921720790098,"Gla/Hexa/Prkcd",3,"BP"
"GO:0140694","membraneless organelle assembly","12/272","437/28832",0.0274599542334096,2.91075514874142,3.92789639501329,0.00098903590943906,0.0118447211483164,0.00846064244087559,"Atxn2l/C1qbp/Eif5b/Fus/G3bp2/Kif3b/Mybpc2/Myh11/Myl9/Rps19/Rps23/Tpm1",12,"BP"
"GO:0046942","carboxylic acid transport","11/272","378/28832",0.0291005291005291,3.08465608465608,3.98147375686254,0.00100295916893347,0.0119090472166102,0.00850659032404194,"Abcc4/Akt1/Akt2/Arl6ip1/Cd36/Ces1c/Dpysl2/Fabp4/Mpc2/Prkcd/Thbs1",11,"BP"
"GO:1903573","negative regulation of response to endoplasmic reticulum stress","4/272","47/28832",0.0851063829787234,9.02127659574468,5.37086835892334,0.00100462365710609,0.0119090472166102,0.00850659032404194,"Akt1/Akt2/Akt3/Lpcat3",4,"BP"
"GO:1990776","response to angiotensin","4/272","47/28832",0.0851063829787234,9.02127659574468,5.37086835892334,0.00100462365710609,0.0119090472166102,0.00850659032404194,"Camk2a/Cav1/Prkcd/Rock1",4,"BP"
"GO:0042306","regulation of protein import into nucleus","5/272","81/28832",0.0617283950617284,6.54320987654321,4.87542587336634,0.00102889560228752,0.0121555673013496,0.00868267874903376,"Apod/Cd36/Ei24/Prkcd/Ran",5,"BP"
"GO:0015849","organic acid transport","11/272","381/28832",0.0288713910761155,3.06036745406824,3.95087786703922,0.00106872283774624,0.0125835816956182,0.0089884079176744,"Abcc4/Akt1/Akt2/Arl6ip1/Cd36/Ces1c/Dpysl2/Fabp4/Mpc2/Prkcd/Thbs1",11,"BP"
"GO:0033108","mitochondrial respiratory chain complex assembly","6/272","122/28832",0.0491803278688525,5.21311475409836,4.55094734741271,0.00108197719567548,0.0126392224870665,0.00902815193829564,"Ndufab1/Ndufb1/Ndufb4/Ndufb6/Ndufb7/Nubpl",6,"BP"
"GO:2000379","positive regulation of reactive oxygen species metabolic process","5/272","82/28832",0.0609756097560976,6.46341463414634,4.83489856154075,0.00108738303706307,0.0126392224870665,0.00902815193829564,"Cd36/Eif5a/Prkcd/Sod1/Thbs1",5,"BP"
"GO:0014044","Schwann cell development","4/272","48/28832",0.0833333333333333,8.83333333333333,5.30062226853082,0.00108790562442294,0.0126392224870665,0.00902815193829564,"Akt1/Akt2/Ndrg1/Sod1",4,"BP"
"GO:0071364","cellular response to epidermal growth factor stimulus","4/272","48/28832",0.0833333333333333,8.83333333333333,5.30062226853082,0.00108790562442294,0.0126392224870665,0.00902815193829564,"Akt1/Cfl1/Dusp3/Eef1a1",4,"BP"
"GO:0019081","viral translation","3/272","22/28832",0.136363636363636,14.4545454545455,6.16089695539699,0.00111976871706777,0.0128810236960065,0.00920086968698688,"Eif3a/Eif3l/Ssb",3,"BP"
"GO:0036499","PERK-mediated unfolded protein response","3/272","22/28832",0.136363636363636,14.4545454545455,6.16089695539699,0.00111976871706777,0.0128810236960065,0.00920086968698688,"Akt1/Akt2/Akt3",3,"BP"
"GO:0140896","cGAS/STING signaling pathway","3/272","22/28832",0.136363636363636,14.4545454545455,6.16089695539699,0.00111976871706777,0.0128810236960065,0.00920086968698688,"Akt1/Banf1/Tab1",3,"BP"
"GO:0006984","ER-nucleus signaling pathway","4/272","49/28832",0.0816326530612245,8.65306122448979,5.23239355909441,0.00117591261275006,0.0134485877500028,0.00960627868421252,"Akt1/Akt2/Akt3/Erlin2",4,"BP"
"GO:0015908","fatty acid transport","6/272","124/28832",0.0483870967741935,5.12903225806452,4.49668901242416,0.00117679950000024,0.0134485877500028,0.00960627868421252,"Abcc4/Akt1/Akt2/Cd36/Fabp4/Thbs1",6,"BP"
"GO:0034440","lipid oxidation","6/272","126/28832",0.0476190476190476,5.04761904761905,4.44358781092716,0.00127785808373841,0.0143792950666064,0.010271079630076,"Acaa1a/Akt1/Akt2/Apod/Hsd17b10/Nucb2",6,"BP"
"GO:0038166","angiotensin-activated signaling pathway","3/272","23/28832",0.130434782608696,13.8260869565217,6.00522397369693,0.00127879918950947,0.0143792950666064,0.010271079630076,"Camk2a/Cav1/Rock1",3,"BP"
"GO:0042730","fibrinolysis","3/272","23/28832",0.130434782608696,13.8260869565217,6.00522397369693,0.00127879918950947,0.0143792950666064,0.010271079630076,"Apoh/Fga/Thbs1",3,"BP"
"GO:0071450","cellular response to oxygen radical","3/272","23/28832",0.130434782608696,13.8260869565217,6.00522397369693,0.00127879918950947,0.0143792950666064,0.010271079630076,"Cd36/Mb/Sod1",3,"BP"
"GO:0071451","cellular response to superoxide","3/272","23/28832",0.130434782608696,13.8260869565217,6.00522397369693,0.00127879918950947,0.0143792950666064,0.010271079630076,"Cd36/Mb/Sod1",3,"BP"
"GO:0048265","response to pain","4/272","51/28832",0.0784313725490196,8.31372549019608,5.10159534300748,0.00136666813095014,0.0153180719677328,0.0109416446516352,"Akt1/Calca/Ret/Thbs1",4,"BP"
"GO:0030048","actin filament-based movement","6/272","128/28832",0.046875,4.96875,4.39159943257501,0.00138541945027368,0.0154786320051344,0.0110563321187134,"Atp2a1/Cav1/Emp2/Rock1/Sri/Tpm1",6,"BP"
"GO:0050766","positive regulation of phagocytosis","5/272","87/28832",0.0574712643678161,6.09195402298851,4.64192529605505,0.00141748315540135,0.0157864286447087,0.0112761901701891,"C3/Cd36/Dnm2/Ptk2/Sod1",5,"BP"
"GO:0000302","response to reactive oxygen species","8/272","226/28832",0.0353982300884956,3.75221238938053,4.05361782938606,0.00144161503579251,0.0160042151751314,0.011431754318916,"Akt1/Apod/Cd36/Cfl1/Mb/Plekha1/Prkcd/Sod1",8,"BP"
"GO:0006907","pinocytosis","3/272","24/28832",0.125,13.25,5.85895765083133,0.00145134907507793,0.0160612902390745,0.0114725228353096,"Cav1/Dnm2/Ppt1",3,"BP"
"GO:1902743","regulation of lamellipodium organization","4/272","52/28832",0.0769230769230769,8.15384615384615,5.03884589988722,0.00146969915633669,0.0162130534691148,0.0115809267739896,"Abi2/Cfl1/Coro1c/Dnm2",4,"BP"
"GO:0014032","neural crest cell development","5/272","88/28832",0.0568181818181818,6.02272727272727,4.60513678764729,0.00149147212009464,0.0163895014547957,0.0117069629463541,"Cdh2/Cfl1/Coro1c/Pef1/Ret",5,"BP"
"GO:0072594","establishment of protein localization to organelle","12/272","459/28832",0.0261437908496732,2.77124183006536,3.73307553319684,0.00149851372717247,0.0163895014547957,0.0117069629463541,"Akt1/Apod/Cd36/Cfl1/Ei24/Lamp2/Mtch2/Pdcd5/Prkcd/Ran/Sec62/Srp9",12,"BP"
"GO:0043534","blood vessel endothelial cell migration","6/272","130/28832",0.0461538461538462,4.89230769230769,4.34068193728822,0.00149975420804536,0.0163895014547957,0.0117069629463541,"Akt1/Akt3/Emp2/Hmgb1/Rhoj/Thbs1",6,"BP"
"GO:0051651","maintenance of location in cell","8/272","228/28832",0.0350877192982456,3.71929824561404,4.02296343106502,0.00152399119936774,0.0166024835644517,0.0118590953143127,"Akt1/Atp2a1/Cav1/Gaa/Ghitm/Hexa/Sri/Sun1",8,"BP"
"GO:0045429","positive regulation of nitric oxide biosynthetic process","4/272","53/28832",0.0754716981132075,8,4.97775283910266,0.00157802003604533,0.0170319014384275,0.0121658269835463,"Akt1/Akt2/Cd36/Dnm2",4,"BP"
"GO:0070849","response to epidermal growth factor","4/272","53/28832",0.0754716981132075,8,4.97775283910266,0.00157802003604533,0.0170319014384275,0.0121658269835463,"Akt1/Cfl1/Dusp3/Eef1a1",4,"BP"
"GO:0090181","regulation of cholesterol metabolic process","4/272","53/28832",0.0754716981132075,8,4.97775283910266,0.00157802003604533,0.0170319014384275,0.0121658269835463,"Ces1c/Erlin2/Lpcat3/Sod1",4,"BP"
"GO:0034763","negative regulation of transmembrane transport","6/272","132/28832",0.0454545454545455,4.81818181818182,4.29079559397419,0.00162113688004151,0.0174434328292467,0.0124597824010964,"Akt1/Akt2/Cav1/Cttnbp2nl/Sri/Thbs1",6,"BP"
"GO:0097193","intrinsic apoptotic signaling pathway","10/272","343/28832",0.0291545189504373,3.09037900874636,3.80074468237269,0.00166073787539219,0.0178147250007561,0.0127249950865537,"Akt1/Atp2a1/Cav1/Crip1/Ei24/Mtch2/Ptpmt1/Rps7/Serinc3/Sod1",10,"BP"
"GO:0006998","nuclear envelope organization","4/272","54/28832",0.0740740740740741,7.85185185185185,4.91824029385471,0.00169177092375703,0.0180369601231047,0.0128837368487659,"Banf1/Des/Sun1/Tor1a",4,"BP"
"GO:0061462","protein localization to lysosome","4/272","54/28832",0.0740740740740741,7.85185185185185,4.91824029385471,0.00169177092375703,0.0180369601231047,0.0128837368487659,"Akt1/Lamp2/Rraga/Rragc",4,"BP"
"GO:0045860","positive regulation of protein kinase activity","9/272","288/28832",0.03125,3.3125,3.84906967316193,0.0017555059478084,0.0186030433317757,0.013288088083411,"Abi2/Akt1/Camk1/Emp2/Fbn1/Prkcd/Ptk2/Tab1/Thbs1",9,"BP"
"GO:0071559","response to transforming growth factor beta","9/272","288/28832",0.03125,3.3125,3.84906967316193,0.0017555059478084,0.0186030433317757,0.013288088083411,"Cav1/Dnm2/Fbn1/Pdcd5/Ptk2/Rock1/Tab1/Tgfb1i1/Thbs1",9,"BP"
"GO:0014037","Schwann cell differentiation","4/272","55/28832",0.0727272727272727,7.70909090909091,4.86023721518368,0.00181109140254576,0.018966623594654,0.0135477921797974,"Akt1/Akt2/Ndrg1/Sod1",4,"BP"
"GO:0030834","regulation of actin filament depolymerization","4/272","55/28832",0.0727272727272727,7.70909090909091,4.86023721518368,0.00181109140254576,0.018966623594654,0.0135477921797974,"Capza1/Capza2/Cfl1/Tpm1",4,"BP"
"GO:1904407","positive regulation of nitric oxide metabolic process","4/272","55/28832",0.0727272727272727,7.70909090909091,4.86023721518368,0.00181109140254576,0.018966623594654,0.0135477921797974,"Akt1/Akt2/Cd36/Dnm2",4,"BP"
"GO:0010594","regulation of endothelial cell migration","7/272","183/28832",0.0382513661202186,4.05464480874317,4.04544902172514,0.00182932045560866,0.018966623594654,0.0135477921797974,"Akt1/Akt3/Apoh/Emp2/Hmgb1/Rhoj/Thbs1",7,"BP"
"GO:0000303","response to superoxide","3/272","26/28832",0.115384615384615,12.2307692307692,5.59100528526236,0.00183862893868679,0.018966623594654,0.0135477921797974,"Cd36/Mb/Sod1",3,"BP"
"GO:0010763","positive regulation of fibroblast migration","3/272","26/28832",0.115384615384615,12.2307692307692,5.59100528526236,0.00183862893868679,0.018966623594654,0.0135477921797974,"Akt1/Ptk2/Thbs1",3,"BP"
"GO:0030194","positive regulation of blood coagulation","3/272","26/28832",0.115384615384615,12.2307692307692,5.59100528526236,0.00183862893868679,0.018966623594654,0.0135477921797974,"Apoh/Cd36/Thbs1",3,"BP"
"GO:0098877","neurotransmitter receptor transport to plasma membrane","3/272","26/28832",0.115384615384615,12.2307692307692,5.59100528526236,0.00183862893868679,0.018966623594654,0.0135477921797974,"Camk2a/Mylk/Vamp2",3,"BP"
"GO:1900048","positive regulation of hemostasis","3/272","26/28832",0.115384615384615,12.2307692307692,5.59100528526236,0.00183862893868679,0.018966623594654,0.0135477921797974,"Apoh/Cd36/Thbs1",3,"BP"
"GO:0051347","positive regulation of transferase activity","10/272","348/28832",0.028735632183908,3.04597701149425,3.74735715162489,0.00184630851343136,0.0189898260925572,0.0135643656420205,"Abi2/Akt1/Camk1/Dstyk/Emp2/Fbn1/Prkcd/Ptk2/Tab1/Thbs1",10,"BP"
"GO:0060048","cardiac muscle contraction","6/272","136/28832",0.0441176470588235,4.67647058823529,4.19396760755851,0.00188616245918561,0.0192916191337863,0.013779935344423,"Atp2a1/Cav1/Gaa/Smtn/Sri/Tpm1",6,"BP"
"GO:0006403","RNA localization","7/272","184/28832",0.0380434782608696,4.03260869565217,4.02729401737374,0.0018866839415942,0.0192916191337863,0.013779935344423,"Alyref/Exosc10/G3bp2/Rae1/Ran/Ssb/Xpo5",7,"BP"
"GO:0031123","RNA 3'-end processing","5/272","93/28832",0.0537634408602151,5.6989247311828,4.42934328029825,0.00190474107978123,0.0193407432911759,0.0138150245563747,"Exosc10/Exosc8/Hsd17b10/Nudt21/Ssb",5,"BP"
"GO:0034109","homotypic cell-cell adhesion","5/272","93/28832",0.0537634408602151,5.6989247311828,4.42934328029825,0.00190474107978123,0.0193407432911759,0.0138150245563747,"Cd9/F11r/Fga/Gla/Prkcd",5,"BP"
"GO:0008544","epidermis development","11/272","410/28832",0.0268292682926829,2.84390243902439,3.66976076479209,0.00190808019315289,0.0193407432911759,0.0138150245563747,"Akt1/Krt14/Krt17/Krt6a/Krt76/Krt78/Krt79/Nme2/Palld/Rock1/Sod1",11,"BP"
"GO:0048193","Golgi vesicle transport","9/272","292/28832",0.0308219178082192,3.26712328767123,3.79992288182405,0.0019276794253417,0.019455784743547,0.0138971982590903,"Arf5/Arl3/Dnm2/Dop1b/Pef1/Rbsn/Spire2/Stx18/Vamp2",9,"BP"
"GO:0002042","cell migration involved in sprouting angiogenesis","4/272","56/28832",0.0714285714285714,7.57142857142857,4.80367698451007,0.00193612041485683,0.019455784743547,0.0138971982590903,"Akt1/Akt3/Rhoj/Thbs1",4,"BP"
"GO:0010828","positive regulation of D-glucose transmembrane transport","4/272","56/28832",0.0714285714285714,7.57142857142857,4.80367698451007,0.00193612041485683,0.019455784743547,0.0138971982590903,"Akt1/Akt2/C3/Prkcd",4,"BP"
"GO:0006606","protein import into nucleus","7/272","185/28832",0.0378378378378378,4.01081081081081,4.0092668254716,0.00194543251776045,0.0194933453140639,0.0139240276418204,"Akt1/Apod/Cd36/Cfl1/Ei24/Prkcd/Ran",7,"BP"
"GO:1901606","alpha-amino acid catabolic process","5/272","94/28832",0.0531914893617021,5.63829787234043,4.39571468582517,0.00199650791904374,0.019947966265417,0.0142487617801227,"Gcat/Hal/Hsd17b10/Kyat3/Scly",5,"BP"
"GO:0022618","protein-RNA complex assembly","7/272","186/28832",0.0376344086021505,3.98924731182796,3.99136577650392,0.00200558864795061,0.0199816054184709,0.0142727901082225,"Eif3a/Eif3l/Ptges3/Rps19/Sf3a3/Snrpd2/Usp4",7,"BP"
"GO:0014812","muscle cell migration","6/272","138/28832",0.0434782608695652,4.60869565217391,4.1469562735773,0.00203037221357949,0.0201710557695667,0.0144081138242348,"Cav1/Fga/Gna13/Ptk2/Rock1/Tpm1",6,"BP"
"GO:0000305","response to oxygen radical","3/272","27/28832",0.111111111111111,11.7777777777778,5.46779685229897,0.00205413228509005,0.0201778106768536,0.0144129388306289,"Cd36/Mb/Sod1",3,"BP"
"GO:0010666","positive regulation of cardiac muscle cell apoptotic process","3/272","27/28832",0.111111111111111,11.7777777777778,5.46779685229897,0.00205413228509005,0.0201778106768536,0.0144129388306289,"Camk2a/Eif5a/Fndc1",3,"BP"
"GO:0051016","barbed-end actin filament capping","3/272","27/28832",0.111111111111111,11.7777777777778,5.46779685229897,0.00205413228509005,0.0201778106768536,0.0144129388306289,"Capza1/Capza2/Cfl1",3,"BP"
"GO:0070875","positive regulation of glycogen metabolic process","3/272","27/28832",0.111111111111111,11.7777777777778,5.46779685229897,0.00205413228509005,0.0201778106768536,0.0144129388306289,"Akt1/Akt2/Hmgb1",3,"BP"
"GO:0046822","regulation of nucleocytoplasmic transport","6/272","140/28832",0.0428571428571429,4.54285714285714,4.10083646919812,0.00218276316936407,0.0213812963676923,0.0152725844048384,"Apod/Camk1/Cd36/Ei24/Prkcd/Ran",6,"BP"
"GO:0071478","cellular response to radiation","7/272","189/28832",0.037037037037037,3.92592592592593,3.93840325082246,0.00219472910056102,0.02143845716386,0.0153134141594569,"Akt2/Crip1/Ei24/Mfap4/Mtch2/Pold3/Prkcd",7,"BP"
"GO:0051928","positive regulation of calcium ion transport","6/272","141/28832",0.0425531914893617,4.51063829787234,4.0781012431134,0.00226211745968815,0.0218295197971221,0.0155927488158484,"Atp2a1/Camk2a/Cav1/Lgals3/Mylk/Sri",6,"BP"
"GO:0016054","organic acid catabolic process","8/272","243/28832",0.0329218106995885,3.48971193415638,3.80353974741994,0.00226758062713684,0.0218295197971221,0.0155927488158484,"Acaa1a/Akt1/Akt2/Gcat/Hal/Hsd17b10/Kyat3/Scly",8,"BP"
"GO:0046395","carboxylic acid catabolic process","8/272","243/28832",0.0329218106995885,3.48971193415638,3.80353974741994,0.00226758062713684,0.0218295197971221,0.0155927488158484,"Acaa1a/Akt1/Akt2/Gcat/Hal/Hsd17b10/Kyat3/Scly",8,"BP"
"GO:0010663","positive regulation of striated muscle cell apoptotic process","3/272","28/28832",0.107142857142857,11.3571428571429,5.35091170313638,0.00228470238654466,0.0218295197971221,0.0155927488158484,"Camk2a/Eif5a/Fndc1",3,"BP"
"GO:0031639","plasminogen activation","3/272","28/28832",0.107142857142857,11.3571428571429,5.35091170313638,0.00228470238654466,0.0218295197971221,0.0155927488158484,"Apoh/Fga/Thbs1",3,"BP"
"GO:0045540","regulation of cholesterol biosynthetic process","3/272","28/28832",0.107142857142857,11.3571428571429,5.35091170313638,0.00228470238654466,0.0218295197971221,0.0155927488158484,"Erlin2/Lpcat3/Sod1",3,"BP"
"GO:0090330","regulation of platelet aggregation","3/272","28/28832",0.107142857142857,11.3571428571429,5.35091170313638,0.00228470238654466,0.0218295197971221,0.0155927488158484,"Cd9/F11r/Prkcd",3,"BP"
"GO:0106118","regulation of sterol biosynthetic process","3/272","28/28832",0.107142857142857,11.3571428571429,5.35091170313638,0.00228470238654466,0.0218295197971221,0.0155927488158484,"Erlin2/Lpcat3/Sod1",3,"BP"
"GO:0034644","cellular response to UV","5/272","97/28832",0.0515463917525773,5.4639175257732,4.29765582152459,0.00229119593726742,0.021831913331401,0.0155944585089218,"Crip1/Ei24/Mfap4/Pold3/Prkcd",5,"BP"
"GO:0031638","zymogen activation","4/272","59/28832",0.0677966101694915,7.1864406779661,4.6420465296056,0.00234683706432815,0.0223013293857488,0.0159297607369871,"Apoh/Fga/Hgfac/Thbs1",4,"BP"
"GO:0048678","response to axon injury","5/272","98/28832",0.0510204081632653,5.40816326530612,4.26587247860886,0.0023961041275286,0.0225972132438608,0.0161411095307802,"Apod/Rtn4rl2/Sod1/Tnc/Txn2",5,"BP"
"GO:0016052","carbohydrate catabolic process","7/272","192/28832",0.0364583333333333,3.86458333333333,3.88651879115371,0.00239735948340645,0.0225972132438608,0.0161411095307802,"Aldoa/Aldoart2/Bpgm/Gaa/Hmgb1/Mtch2/Pygm",7,"BP"
"GO:0051170","import into nucleus","7/272","192/28832",0.0364583333333333,3.86458333333333,3.88651879115371,0.00239735948340645,0.0225972132438608,0.0161411095307802,"Akt1/Apod/Cd36/Cfl1/Ei24/Prkcd/Ran",7,"BP"
"GO:0045727","positive regulation of translation","6/272","143/28832",0.041958041958042,4.44755244755245,4.03326166749089,0.00242732688621751,0.0228181777448996,0.016298943692683,"Akt2/C1qbp/Eif5a/Krt17/Ssb/Thbs1",6,"BP"
"GO:0051146","striated muscle cell differentiation","10/272","362/28832",0.0276243093922652,2.92817679558011,3.60282035143927,0.00245661311448244,0.0230315712100405,0.0164513698904101,"Akt1/Casp1/Cd9/Cdh2/Mybpc2/Myh11/Myl9/Pdlim5/Sorbs2/Tpm1",10,"BP"
"GO:0010506","regulation of autophagy","9/272","303/28832",0.0297029702970297,3.14851485148515,3.6690328768752,0.00247157664879254,0.0231099025155816,0.0165073216650287,"Akt1/Casp1/Hmgb1/Pip4k2c/Ptk2/Rock1/Rraga/Rragc/Scoc",9,"BP"
"GO:0030042","actin filament depolymerization","4/272","60/28832",0.0666666666666667,7.06666666666667,4.59066853601418,0.00249607450490238,0.0231532428213359,0.0165382794922054,"Capza1/Capza2/Cfl1/Tpm1",4,"BP"
"GO:0031529","ruffle organization","4/272","60/28832",0.0666666666666667,7.06666666666667,4.59066853601418,0.00249607450490238,0.0231532428213359,0.0165382794922054,"Cav1/Coro1c/Plekha1/Tpm1",4,"BP"
"GO:0071709","membrane assembly","4/272","60/28832",0.0666666666666667,7.06666666666667,4.59066853601418,0.00249607450490238,0.0231532428213359,0.0165382794922054,"Banf1/Cav1/Cdh2/Emp2",4,"BP"
"GO:0048864","stem cell development","5/272","99/28832",0.0505050505050505,5.35353535353535,4.23452196502208,0.002504460194073,0.0231695695732098,0.0165499416333479,"Cdh2/Cfl1/Coro1c/Pef1/Ret",5,"BP"
"GO:0048863","stem cell differentiation","9/272","304/28832",0.0296052631578947,3.13815789473684,3.65743069543926,0.00252650623385768,0.0232890051545095,0.0166352540468224,"Cdh2/Cfl1/Coro1c/Krt14/Mtch2/Nudt21/Pef1/Ret/Rps7",9,"BP"
"GO:0046823","negative regulation of nucleocytoplasmic transport","3/272","29/28832",0.103448275862069,10.9655172413793,5.23980572580951,0.00253068972225153,0.0232890051545095,0.0166352540468224,"Apod/Cd36/Ei24",3,"BP"
"GO:0071826","protein-RNA complex organization","7/272","195/28832",0.0358974358974359,3.8051282051282,3.83567201917702,0.00261410805782187,0.023993532488722,0.0171384954308918,"Eif3a/Eif3l/Ptges3/Rps19/Sf3a3/Snrpd2/Usp4",7,"BP"
"GO:0008202","steroid metabolic process","10/272","366/28832",0.0273224043715847,2.89617486338798,3.56279561204891,0.00265789471812401,0.0243315649981143,0.0173799508572837,"Acaa1a/Ces1c/Erlin2/Hsd17b10/Lpcat3/Plekha1/Serpina6/Sod1/Sts/Sult1a1",10,"BP"
"GO:0034446","substrate adhesion-dependent cell spreading","5/272","101/28832",0.0495049504950495,5.24752475247525,4.1730773797602,0.00273177679440331,0.0248130479221516,0.0177238724077076,"C1qbp/Coro1c/Dnm2/Myadm/Ptk2",5,"BP"
"GO:0043535","regulation of blood vessel endothelial cell migration","5/272","101/28832",0.0495049504950495,5.24752475247525,4.1730773797602,0.00273177679440331,0.0248130479221516,0.0177238724077076,"Akt1/Akt3/Hmgb1/Rhoj/Thbs1",5,"BP"
"GO:0051262","protein tetramerization","5/272","101/28832",0.0495049504950495,5.24752475247525,4.1730773797602,0.00273177679440331,0.0248130479221516,0.0177238724077076,"Aldoa/Cryz/Cutc/Hsd17b10/Nudt21",5,"BP"
"GO:0010592","positive regulation of lamellipodium assembly","3/272","30/28832",0.1,10.6,5.13399854070888,0.00279243081721814,0.0250387963277227,0.0178851236957049,"Abi2/Cfl1/Dnm2",3,"BP"
"GO:0032891","negative regulation of organic acid transport","3/272","30/28832",0.1,10.6,5.13399854070888,0.00279243081721814,0.0250387963277227,0.0178851236957049,"Akt1/Akt2/Thbs1",3,"BP"
"GO:0032928","regulation of superoxide anion generation","3/272","30/28832",0.1,10.6,5.13399854070888,0.00279243081721814,0.0250387963277227,0.0178851236957049,"Akt1/Prkcd/Sod1",3,"BP"
"GO:0033119","negative regulation of RNA splicing","3/272","30/28832",0.1,10.6,5.13399854070888,0.00279243081721814,0.0250387963277227,0.0178851236957049,"Akt2/C1qbp/Rps26",3,"BP"
"GO:0140467","integrated stress response signaling","3/272","30/28832",0.1,10.6,5.13399854070888,0.00279243081721814,0.0250387963277227,0.0178851236957049,"Akt1/Akt2/Akt3",3,"BP"
"GO:1903432","regulation of TORC1 signaling","5/272","102/28832",0.0490196078431373,5.19607843137255,4.14296318065913,0.0028508678701283,0.0254974039433214,0.0182127054941835,"Akt1/Csnk1a1/Rraga/Rragc/Usp4",5,"BP"
"GO:0097120","receptor localization to synapse","5/272","103/28832",0.0485436893203883,5.14563106796117,4.11324152481587,0.00297366786849904,0.0265278483064825,0.0189487482597965,"Camk2a/Kif3b/Mylk/Nptn/Vamp2",5,"BP"
"GO:0010812","negative regulation of cell-substrate adhesion","4/272","63/28832",0.0634920634920635,6.73015873015873,4.44334205933959,0.00298266890155493,0.0265404405820295,0.0189577428777015,"Apod/Coro1c/Coro2b/Thbs1",4,"BP"
"GO:0007204","positive regulation of cytosolic calcium ion concentration","7/272","200/28832",0.035,3.71,3.75313036186312,0.00300846707152862,0.0267020541856233,0.0190731829033861,"Cav1/Cd36/Eif5a/Gna13/Hmgb1/Kng2/Nptn",7,"BP"
"GO:0048872","homeostasis of number of cells","11/272","436/28832",0.0252293577981651,2.6743119266055,3.43784455059616,0.00305827699401647,0.0269069184239772,0.0192195167045732,"Akt1/Akt3/Bpgm/Cdh2/Fstl1/Hmgb1/Lpcat3/Mb/Mtch2/Rps19/Sod1",11,"BP"
"GO:0099173","postsynapse organization","9/272","313/28832",0.0287539936102236,3.04792332268371,3.5551171604308,0.00306571407016727,0.0269069184239772,0.0192195167045732,"Abi2/Akt1/Cdh2/Cfl1/Fnta/Gna13/Mtmr2/Pdlim5/Sorbs2",9,"BP"
"GO:0045730","respiratory burst","3/272","31/28832",0.0967741935483871,10.258064516129,5.03306419548501,0.00307024852814158,0.0269069184239772,0.0192195167045732,"Apoh/Cybc1/Rps19",3,"BP"
"GO:0050820","positive regulation of coagulation","3/272","31/28832",0.0967741935483871,10.258064516129,5.03306419548501,0.00307024852814158,0.0269069184239772,0.0192195167045732,"Apoh/Cd36/Thbs1",3,"BP"
"GO:1900101","regulation of endoplasmic reticulum unfolded protein response","3/272","31/28832",0.0967741935483871,10.258064516129,5.03306419548501,0.00307024852814158,0.0269069184239772,0.0192195167045732,"Akt1/Akt2/Akt3",3,"BP"
"GO:0051592","response to calcium ion","6/272","150/28832",0.04,4.24,3.88258638716536,0.00307771443225361,0.0269069184239772,0.0192195167045732,"Cav1/Fga/Fus/Mylk/Pef1/Thbs1",6,"BP"
"GO:0090497","mesenchymal cell migration","4/272","64/28832",0.0625,6.625,4.39635629957986,0.00315826998236502,0.0275423195220211,0.0196733814625336,"Cdh2/Cfl1/Coro1c/Ret",4,"BP"
"GO:0045598","regulation of fat cell differentiation","6/272","151/28832",0.0397350993377483,4.21192052980132,3.86181374293972,0.00318028906029248,0.0276653503578179,0.0197612619535849,"Akt1/Fbn1/Nucb2/Ptgr3/Tgfb1i1/Trio",6,"BP"
"GO:0015850","organic hydroxy compound transport","9/272","315/28832",0.0285714285714286,3.02857142857143,3.53287984380361,0.00319703403153828,0.0277420049833483,0.0198160160815994,"Abca8a/Abcc4/Cav1/Cd36/Ces1c/Lgals3/Maob/Nucb2/Tor1a",9,"BP"
"GO:0006892","post-Golgi vesicle-mediated transport","5/272","105/28832",0.0476190476190476,5.04761904761905,4.05493920073079,0.00323065585377288,0.0279643651501083,0.0199748471625926,"Arl3/Dnm2/Dop1b/Rbsn/Vamp2",5,"BP"
"GO:0006695","cholesterol biosynthetic process","4/272","65/28832",0.0615384615384615,6.52307692307692,4.35036490857797,0.00334079084536716,0.0287045346099483,0.02050354759099,"Ces1c/Erlin2/Lpcat3/Sod1",4,"BP"
