Significant,-log10(p-value),Difference,Gene Name,Number Of Imputations,XIC S03,XIC S03bis,XIC S04,XIC S05,XIC S06,XIC S06bis,XIC S07,XIC S07bis,XIC S08,XIC S09,XIC S10,XIC S11,XIC S11bis,XIC S12,XIC S12bis,XIC S13,XIC S14,XIC S15
,0.743445451,-0.732477725,2410002F23Rik,9,-3.009359121,-3.56775403,-3.382008314,-3.643741608,-5.431430817,-4.350681305,-3.852836609,-4.051342964,-2.285321236,-4.237399578,-4.723341942,-3.572818518,-4.157335281,-4.751263618,-5.392632484,-5.674575329,-3.329992771,-4.014873505
,0.385111843,-1.5423569,A1bg,4,0.339697838,0.312337875,3.428899765,3.02338028,3.100126266,3.346185684,-0.224300385,-0.146456718,-3.700694799,-4.286519051,3.54771328,2.80636692,2.824331284,1.744269371,1.674603462,-3.512246132,1.872217178,-3.538475037
,0.008653898,0.016478641,A2m,1,-1.94015789,-2.050991058,-2.248968124,-1.477602005,-4.571402073,-2.11333847,-1.400514603,-1.95657444,-1.137628555,-0.992500305,-1.218699455,-2.257893562,-1.892526627,-2.205338478,-2.122925758,-1.519777298,-0.587749481,-1.183773041
,0.7885171,-0.517561027,AI182371,2,-2.214373589,-2.100816727,-2.207731247,-2.102430344,-3.341921091,-3.536272049,-2.846422195,-2.17410183,-2.550048828,-1.597846985,-2.670680046,-3.997369051,-3.347808838,-3.387354851,-2.571343422,-1.973972321,-2.686246872,-2.436246872
,0.885253028,-1.439217057,AW551984,2,-0.749835014,0.419647217,0.411865234,0.283090591,-0.768993378,0.425596237,-3.44329381,-0.92044735,-0.571676254,-0.284927368,-3.872433424,0.236697197,0.459632874,-0.315720558,-0.705658913,-0.449892044,-0.143070221,-1.331567764
,0.052338118,-0.025988749,Aacs,0,1.359633446,1.748062134,0.911180496,1.083204269,1.495117188,1.349603653,1.306606293,1.135802269,0.836807251,1.473602295,1.149180412,1.425635338,1.305784225,1.630871773,1.75301075,0.624185562,1.082649231,1.505865097
,0.001191481,-0.000439678,Aak1,0,1.107136726,1.426830292,1.024572372,1.318447113,1.490224838,1.419216156,0.97769165,1.070004463,1.067277908,1.126216888,1.381016731,1.340121269,1.305677414,1.269629478,1.277789116,0.971693039,0.969366074,1.486341476
,0.219909667,0.072045088,Aamdc,0,1.924334526,2.405191422,2.117258072,2.595052719,2.42502594,2.555841446,2.250249863,2.281888008,2.33306694,2.070932388,2.410525322,2.276684761,2.352508545,2.405180931,2.299899101,2.437778473,2.295190811,2.339504242
,0.65035323,-0.147732088,Aars1,0,2.532525063,2.74269104,2.634771347,3.027633667,2.605903625,2.863256454,2.462366104,2.47856617,2.409572601,2.559209824,2.727837563,2.479619026,2.606126785,2.447794914,2.489954948,2.584320068,3.135440826,2.885889053
,0.243590851,-0.140308074,Aarsd1,0,0.045716286,0.432559967,0.546670914,0.708482742,0.247175217,0.564424515,1.075971603,0.235547066,-0.146533966,0.191728592,-0.116967201,0.041323662,0.227045059,0.231116295,0.154109001,0.186885834,-0.015060425,1.086374283
,0.102688869,0.053510087,Aatk,0,-1.267092705,-1.089952469,-1.638525009,-0.949872971,-0.937416077,-0.970209122,-1.218538284,-1.601109505,-1.320230484,-1.497627258,-0.734824181,-0.829699516,-1.088241577,-1.277018547,-1.299418449,-1.617366791,-0.963830948,-0.849155426
,2.159558536,4.257092782,Ran,2,-4.273836613,-0.686824799,-4.575170994,1.537942886,2.06206131,2.010837555,3.306692123,1.691304207,0.559619904,4.190542221,1.9822855,2.79705143,2.482011795,3.090931892,2.866265297,-0.276189804,1.368276596,1.779100418
,0.734588414,0.900552741,Abca6,1,-0.900954247,-0.336576462,-3.84195447,-0.655899048,-0.515525818,-0.515817642,-0.749422073,-1.295308113,-0.447675705,0.105690002,-0.314993858,-0.48766613,-0.27353096,-0.216374397,-0.204558372,-0.409133911,-0.526760101,-0.109922409
,0.229772798,-0.209475381,Abca7,6,-2.227726936,-2.303798676,-2.149650574,-2.629449844,-2.13602829,-1.942544937,-3.26582098,-3.215021133,-3.39131403,-2.041641474,-1.767552376,-2.174145699,-2.650177002,-2.322949409,-1.790417671,-3.369347095,-3.48585248,-1.45111084
,0.029645523,-0.06768855,Abca8a,5,-3.821103573,-1.287302017,-2.736582756,-1.497880936,-3.75387311,-1.94037056,-2.736863852,-1.331061363,-1.381484985,-4.51160717,-1.168580055,-1.367276192,-1.089427948,-1.635708809,-1.382496834,-1.183048248,-1.463127136,-0.948785782
,0.945173008,0.217527424,Abca8b,0,-0.357190132,0.047159195,-0.477563858,-0.359025955,-0.087997437,0.176776886,-0.132299423,-0.289446831,-0.280855179,0.050765991,0.079161644,-0.226201057,-0.070552826,-0.029585838,0.049895287,-0.308544159,-0.069730759,-0.073196411
,0.745934062,0.814195318,Abca9,1,-1.387061119,-0.216941833,-3.174404383,0.143745422,-0.310613632,-0.12736702,-0.576967239,-0.18631649,-0.8353405,-0.349035263,-0.025650978,-0.232226372,-0.133365631,-0.187125206,0.067271233,-0.691490173,-0.043787003,-0.226963043
,0.173599218,0.343917608,Abcb10,5,-1.104153633,-0.977275848,-4.348949432,-0.794563293,-1.085733414,-1.171676636,-3.36203146,-0.382838249,-1.834179878,-1.384300232,-1.015465736,-0.992320061,-1.398832321,-0.892825127,-1.031275749,-2.73566699,-1.929801941,-3.636208057
,0.786897611,-1.173489196,Abcb1a,3,-0.663754463,0.130413055,-0.626195908,0.814804077,-0.277288437,-3.843762398,-2.704402447,-0.480977058,-0.718250275,-0.186246872,-0.606780052,-0.604464531,-0.466121674,-0.429520607,-0.132691383,-3.876829386,0.4806633,-0.10323143
,0.065896289,0.097441775,Abcb7,1,-1.767741203,-1.022247314,-2.157779694,-1.432064056,-1.000337601,-3.264298916,-0.499370575,-0.442921638,-1.656190872,-1.553939819,-2.065554619,-1.086379051,-1.621566772,-1.457007408,-1.35050869,-1.650686264,-1.369110107,-1.848358154
,0.333524294,0.193777391,Abcb8,0,-0.985386848,-0.89720726,-1.353620529,-1.642721176,-1.226078033,-1.083467484,-0.626878738,-0.24337101,-1.418903351,-1.245182037,-1.337815285,-1.577551842,-1.087417603,-1.131531715,-1.080077171,-1.904426575,-1.110042572,-1.636457443
,0.093695896,-0.035503966,Abcb9,0,1.728234291,2.128080368,2.00469017,1.900537491,2.116605759,1.951528549,1.830354691,1.827223778,1.523509979,1.794233322,2.290715218,2.063288689,1.957241058,1.894589424,2.083283424,1.797903061,1.666351318,2.086828232
,0.182464132,-0.537091451,Abcc1,5,0.282532692,-3.9949615,-1.487325668,-0.2137146,-1.412927628,-0.454851151,-1.731182098,-0.619145393,-4.306354046,-4.609006882,-0.099743843,-1.220303535,-0.654720306,-1.044507027,-4.048449516,-3.892124653,-1.068090439,-0.913318634
,1.078720034,0.679620538,Abcc4,3,-3.898029327,-3.117240906,-4.724698067,-3.159109116,-3.074018478,-2.631673813,-3.307582855,-2.996260643,-3.840250015,-2.690770864,-2.775485039,-2.994696617,-2.581970215,-2.966431618,-2.90295887,-2.819223404,-3.287281036,-2.768890381
,0.057605771,0.090185199,Abcd1,4,-1.896891594,-1.708662033,-2.750850677,-1.935279846,-3.844838381,-1.759183884,-1.232851028,-1.380249977,-1.342702866,-3.066914797,-1.252409935,-4.295381069,-2.101531982,-1.498345375,-1.690566063,-1.903619766,-1.632514954,-1.840112686
,0.599955177,-0.485250916,Abcd2,0,-0.470337868,-0.122991562,-0.023956299,0.141778946,-0.064443588,-0.134405136,-0.891561508,-0.283078194,-0.535423279,-0.143484116,-2.176497459,-0.524886131,-0.612041473,0.274712563,0.224858284,-2.240198135,-1.052404404,-0.832958221
,0.175657523,0.161446129,Abcd3,0,0.76438427,0.649368286,-0.6811409,0.852905273,1.028129578,0.805168152,0.623695374,0.321400642,0.961841583,-0.416816711,0.58135891,0.734784126,0.9739151,0.440720558,0.694312096,0.424365997,0.454368591,1.279193878
,0.016136059,0.003221273,Abce1,0,1.412968636,1.318872452,1.08225441,1.299003601,1.234828949,1.309371948,1.433092117,1.210541725,1.233686447,1.186326981,1.362624168,1.322329521,1.312837601,1.336632729,1.440821648,1.236436844,1.118017197,1.391153336
,0.042089613,-0.013456924,Abcf1,0,-0.245383263,0.076709747,-0.291851044,-0.430803299,-0.312984467,-0.361392975,-0.227401733,-0.103331566,-0.070455551,-0.49007988,-0.088376045,-0.224543571,-0.247644424,0.143832207,-0.065022469,-0.360967636,-0.254196167,-0.096755981
,0.314688174,0.119346312,Abcf2,0,0.118340492,0.251625061,-0.105875015,-0.029121399,0.499601364,0.24266243,0.180124283,0.273921013,-0.016643524,-0.379983902,0.446938515,0.321314812,0.271348953,0.035851479,0.127331734,0.155708313,0.021146774,0.447338104
,0.371406617,0.496805634,Abcf3,0,-2.261054039,-0.980386734,-1.701282501,-0.186933517,-1.077632904,-1.328176498,-1.092973709,-0.892539024,-1.435733795,-1.054563522,1.382359505,-1.421404839,-1.119258881,-0.362345695,-0.749178886,-1.351942062,-0.886526108,0.346822739
,0.282151866,0.319929838,Abcg2,0,0.981667519,2.700130463,1.954324722,2.699476242,2.672052383,2.66812706,2.597221375,2.560763359,2.702297211,0.738912582,2.887433052,2.749360085,3.062862396,2.580388069,2.547753334,2.640258789,2.318702698,3.094539642
,0.81912633,0.339405503,Abhd10,0,-1.631731987,-1.171730042,-0.90007782,-0.613006592,-0.527173996,-0.353626251,-0.874628067,-0.942238808,-0.522909164,-1.199373245,-0.758168221,-0.801726341,-0.961374283,-0.582695961,-0.776972771,-0.532052994,-0.559432983,-0.605400085
,0.299387991,0.070500204,Abhd12,0,0.4773283,0.200990677,0.26197052,0.542627335,0.660367966,0.447061539,0.524066925,0.215395927,0.282247543,0.387611389,0.571854591,0.669850349,0.758369446,0.342526436,0.403075218,0.091753006,0.504480362,0.626468658
,1.443350303,4.12058035,Serpina1e,3,-4.614805698,-4.32783556,-3.076168537,0.451421738,0.102054596,-0.156904221,-1.072124481,-0.632971764,5.643484116,4.99763298,-0.28003788,-0.977599144,-0.268789291,-0.011096001,0.245118141,5.675813675,0.363182068,3.212961197
,2.493245643,3.658115983,Hnrnpf,5,-3.973306179,-1.147186279,-4.606991291,-3.785408497,0.409484863,1.403995514,0.335170746,0.846766472,1.316490173,-2.825219154,0.472561836,0.455206871,0.568649292,0.749611855,-0.724446297,1.974050522,-2.74478507,0.766931534
,0.281791452,-0.287264177,Abhd4,1,-0.203566551,-1.008705139,-1.26673317,-0.509050369,-0.475214005,-0.56344223,-2.716750622,-1.102574348,-0.722867966,-0.956676483,-0.702420235,-0.35076046,-1.086528778,-0.808356285,-0.499545097,-0.722818375,-0.41674614,-0.606592178
,0.396394673,0.848015087,Abhd5,3,-2.695883274,-0.043016434,-3.651670456,0.833082199,0.150590897,0.161441803,-0.323637009,0.023398399,-0.157146454,-3.026200294,-0.617945671,0.075749397,0.117513657,0.368475914,0.63273716,-3.050466537,0.043525696,-0.246585846
,0.329138149,0.208946398,Abi1,0,1.213706017,1.964157104,0.499465942,1.819387436,1.461977005,1.768808365,1.397251129,1.551699638,1.68211937,1.213541031,2.006482124,1.594075203,1.544477463,1.697472572,1.767231941,1.893218994,1.947402954,1.740337372
,0.453021206,0.774800522,Abi2,2,-2.104580879,-1.653646469,-3.275419712,-0.777309418,-0.689933777,-0.211784363,-0.68806839,-0.575715065,-1.724416733,-4.046309471,-0.309342384,-0.389126778,-0.749528885,-0.624260902,-0.216532707,-0.408018112,-1.413728714,-0.517904282
,0.53780435,0.1366367,Abi3bp,0,1.766325951,2.01833725,1.874197006,2.074071884,2.051498413,2.134336472,1.664834976,1.921759605,2.218706131,2.210399628,2.287552834,2.127392769,2.246109009,2.247599602,2.27008152,2.210611343,2.288534164,2.257658005
,0.261444802,0.135618857,Abl2,3,-3.99362278,-3.494037628,-3.998434067,-3.626964569,-3.05017972,-3.5399189,-3.941395044,-3.742917061,-4.08590889,-3.895610809,-3.242590904,-3.367341042,-3.193119049,-3.700514793,-3.677632332,-4.018075943,-3.260982513,-3.353116989
,0.199274654,0.072384732,Ablim1,0,2.059252739,2.485126495,1.919258118,2.200586319,2.459991455,2.451717377,2.10499382,2.155556679,2.031625748,1.957668304,2.507531166,2.343541145,2.465637207,2.348397255,2.407582283,2.067941666,2.26424408,2.603372574
,0.088334319,-0.038038833,Ablim2,0,0.746787071,1.242576599,0.597261429,0.927206039,0.976501465,0.994470596,0.875658035,0.816054344,0.709106445,0.38816452,1.122977257,0.942534447,1.213741302,0.760117531,0.703560829,0.949424744,0.687847137,1.435102463
,0.09673297,-0.038086789,Abr,0,0.104857445,0.317237854,-0.129552841,0.1034832,0.231895447,0.371656418,-0.41957283,0.01462841,-0.062877655,0.119539261,0.171168327,0.177910805,0.296236038,0.402535439,0.23303318,-0.030235291,0.242237091,0.443300247
,0.176741414,-0.281154292,Abracl,1,-1.287531853,-0.028205872,-0.651504517,-0.031095505,-3.162377596,-1.023288727,-0.679491043,-0.54943943,-0.079467773,0.483427048,-0.454533577,-0.757948875,-0.97482872,-0.311947823,-0.345421791,-0.002578735,-0.586954117,0.004617691
,2.613374138,3.295847254,Enpp4,8,-3.756840229,-3.428615332,-4.040038109,-2.282311916,0.499036789,0.363939285,1.047340393,-0.591671944,1.00995636,0.221464157,-3.117794037,-3.067123652,-4.160462379,0.435389519,-0.313122749,0.467840195,-1.970588684,-1.109973907
,0.15033071,0.10659521,Acaa2,0,2.717148781,3.923616409,3.635826111,3.761396408,3.353839874,3.215713501,4.022092819,4.244519234,3.518877029,3.381187439,3.576415062,3.611762047,3.783298492,3.72260952,3.693358421,4.199274063,3.54863739,3.725193024
,0.44166094,-0.233744451,Acaca,0,2.307810783,2.464483261,1.986970901,1.280813217,1.483640671,1.644266129,1.958547592,2.051735878,1.836380005,2.122055054,1.337300301,2.032357216,2.102018356,2.620623589,2.639227867,1.273710251,1.706195831,1.243793488
,0.038987693,0.080331181,Acacb,6,-3.52476263,-5.174461365,-3.800835848,-3.423170567,-4.508660316,-3.218742132,-2.199056625,-2.40031147,-4.517499924,-4.952607155,-5.506457329,-3.708935738,-3.287168503,-2.603016853,-2.800448418,-4.771003723,-3.915384293,-5.162340164
,0.421156931,-0.281109231,Acad11,5,-2.543786049,-3.391740799,-2.59098053,-2.039968491,-3.266051292,-2.285104752,-2.88907814,-3.269379616,-2.876130581,-3.452150345,-2.42120266,-2.796238899,-3.495874405,-3.875202656,-2.103495598,-3.300380468,-1.643537521,-2.873677492
,0.627365615,0.943939711,Acad8,9,-3.45273304,-2.954166412,-3.626543045,-3.793438196,-2.155625105,-1.503677368,-0.440673828,-1.764157295,-4.116613865,-4.221138477,-3.387577295,-2.058354378,-3.248628139,-2.206459999,-1.758433342,-4.011252403,-3.832147598,-1.717170715
,0.393511704,0.19013926,Acad9,0,1.000266075,1.340667725,0.452899933,0.911558151,1.26219368,1.224346161,1.451944351,1.375109673,0.861795425,0.483652115,1.156369209,1.272299767,1.140609741,1.274550438,1.133454323,0.709054947,0.915523529,1.23541832
,0.391387783,0.216209378,Acadl,0,3.810416222,3.955205917,3.641946793,3.928337097,4.068050385,3.985334396,4.662675858,4.693993568,3.687355042,3.447206497,3.806685448,4.017947197,4.108139038,4.164422035,4.197382927,3.522785187,3.847036362,3.930517197
,0.394518081,0.219956364,Acadm,0,2.959200859,2.980007172,2.4503479,3.060398102,2.923648834,2.694950104,3.75856781,3.683159828,2.991167068,2.794740677,2.730879784,3.100735664,3.001138687,3.285647392,3.365778923,2.891731262,3.212398529,2.776176453
,0.379594924,0.16053353,Acads,0,1.731575966,1.823997498,1.781700134,1.68454361,1.628192902,1.626861572,2.332368851,2.506276131,1.871740341,1.866914749,1.57956028,1.755204201,1.768829346,1.852791786,1.83635807,1.546648026,1.814121246,1.446746826
,0.279710283,0.135421174,Acadsb,0,0.448664665,0.548400879,0.056570053,0.006429672,0.066511154,0.082967758,0.933042526,0.697421074,0.435148239,0.548078537,0.03989315,0.424311638,0.525108337,0.539746284,0.61911869,0.366844177,0.571086884,0.123764038
,0.617588476,0.543801682,Acadvl,0,1.166808128,1.4030056,0.763414383,1.208465576,1.40848732,1.265075684,2.911912918,2.840483665,1.127565384,1.118572235,1.082478523,1.534846306,1.44345665,1.645911217,1.617480278,1.040592194,1.420770645,1.274688721
,0.176662638,-0.102024657,Acap2,0,-1.388236046,-1.311431885,-1.428943634,-1.04249382,-0.879375458,-1.256305695,-1.545492172,-1.465003014,-2.229175568,-1.103824615,-1.284430504,-1.575562477,-1.604709625,-1.3909235,-1.127577782,-1.83924675,-1.026050568,-2.150396347
,0.066415916,0.025300809,Acat1,0,3.79792881,3.882106781,3.561977386,3.774972916,3.663431168,3.738260269,4.157852173,4.0685606,3.772203445,3.457773209,3.598750114,3.82158947,3.749574661,3.882634163,3.766583443,3.566850662,3.655202866,3.793060303
,0.13927479,0.226944617,Acat2,0,-2.114954948,-2.224161148,-1.937385559,-2.061073303,0.874410629,-2.236831665,-2.602716446,-2.570591927,-2.257839203,-2.059360504,-2.149214745,-0.00401783,-2.453125,-2.585507393,-2.274693489,-2.411375046,-2.496677399,-1.942560196
,0.470888491,-0.159303359,Acbd3,0,-2.391163826,-2.201602936,-2.059463501,-1.548734665,-2.196990967,-2.057548523,-2.525522232,-2.098622322,-2.347320557,-2.060789108,-2.180018425,-2.055907249,-2.388849258,-1.999196053,-1.738266945,-2.169700623,-1.989801407,-1.798423767
,0.16739285,0.188149759,Acbd6,1,-3.247355461,-1.887609482,-2.28645134,-1.91831398,-2.274209976,-1.707843781,-2.520595551,-1.994360924,-3.562782764,-1.431024551,-1.536662102,-1.920733452,-1.754915237,-1.668591499,-1.690541267,-2.051929474,-2.103975296,-1.667482376
,0.216743147,0.16341206,Ace,0,0.236428261,1.032436371,1.260456085,1.221319199,0.557235718,1.006481171,0.654664993,0.997263908,1.762516022,1.799783707,0.929558754,0.597123146,0.609209061,1.271939278,1.319836617,1.525993347,1.388280869,0.77712822
,0.087296853,0.143058411,Acin1,2,-0.966208458,-1.995079041,-0.841470718,-3.128187895,-3.547281504,-1.149242401,-1.444478989,-1.668135643,-1.461011887,-0.938644409,-0.918951988,-1.281933784,-0.966825485,-0.862971306,-0.545620918,-2.018419266,-1.14509964,-1.807203293
,1.135175767,-0.197335686,Acly,0,4.819825172,4.363594055,4.369373322,4.379388809,4.420701981,4.259092331,4.451225281,4.20452404,4.228813171,4.230619431,4.204991341,4.599915504,4.437862396,4.615326881,4.359265327,4.31089592,4.192991257,4.717441559
,0.145955723,0.084961653,Aco1,0,0.286467552,0.94298172,0.672834396,1.178546906,0.896207809,1.185167313,1.022293091,0.898472786,0.759395599,0.136400223,1.088248253,1.038825035,0.977045059,1.275776863,1.010998726,0.608402252,1.165908813,1.044754028
,0.329337551,0.289815937,Aco2,0,4.26390934,4.257219315,4.055541992,4.350866318,4.328239441,4.293430328,5.493310928,5.65526104,3.96389389,3.803258896,4.114506721,4.177817345,4.21149826,4.243988991,4.333067894,4.003311157,4.352621078,4.084142685
,0.150159646,0.121320988,Acot1,13,-3.528040409,-4.440348148,-4.166034222,-2.854121923,-4.264314175,-3.898191214,-3.240135193,-3.309865236,-3.543671846,-3.604955673,-3.519572973,-4.115014076,-2.778684616,-2.244265556,-3.765795708,1.599523544,-1.309276581,-3.144632339
,0.190209394,-0.327774686,Acot11,8,-3.148799658,-1.942102432,-2.580152512,-1.225996017,-0.972702026,-3.641252041,-3.948178053,-2.990792036,-1.248176575,-3.330674887,-1.732485771,-4.612255096,-1.171276093,-1.69258976,-1.634263039,-3.441632986,-2.123414993,-0.763246536
,1.215267241,1.87195651,Acot13,1,0.483054161,-3.682018518,0.971017838,1.207515717,1.095188141,1.547891617,2.109296799,2.415377617,1.024181366,1.745903015,1.380103111,1.010460854,1.396400452,1.081307411,1.439614296,1.823513031,1.238142014,1.149066925
,0.627082692,1.449131421,Acot2,4,-3.683240175,0.898757935,-3.254579306,-0.518383026,0.595016479,0.259817123,0.677404404,0.379225731,0.165266037,-3.795238733,0.386900902,-0.238829613,-0.558065414,0.356854439,1.398949623,0.599258423,-3.158700943,0.074695587
,0.37173204,0.416766201,Acot7,0,3.353901863,4.849988937,3.412052155,5.203123093,5.138893127,4.962661743,4.894666672,5.095288277,4.105249405,3.244012833,4.909956932,4.782019615,5.012031555,5.050967216,5.209759712,4.713970184,4.989131927,5.233675003
,0.275655513,0.234163591,Acot9,0,0.657193184,0.925664902,-1.053258896,0.817989349,0.857555389,0.818674088,0.457098007,0.518322945,0.572843552,0.156890869,0.61604023,0.756897926,0.666118622,0.567505836,0.92176342,0.59343338,0.85103035,0.6588974
,0.156037129,0.123688051,Acox1,0,0.082335472,0.544588089,-1.057443619,0.425485611,0.237930298,0.072137833,0.186380386,0.296210289,0.417884827,-0.541900635,0.188363075,0.299794197,0.518720627,0.177252769,0.453907967,0.356594086,0.461286545,0.090637207
,0.115159222,-0.054032155,Acox3,0,-1.611151695,-1.490444183,-1.84041214,-1.639152527,-1.714014053,-2.063690186,-1.411937714,-1.687977791,-2.107099533,-1.178501129,-1.732035637,-1.530489922,-1.597078323,-1.44040966,-1.658772469,-2.461553574,-1.569242477,-1.458148956
,0.360308227,-0.182837316,Acp1,0,2.904953957,3.709665298,2.4477005,3.110845566,2.609519958,3.058660507,2.90968132,2.798560143,3.224336624,2.86211586,2.560303688,3.031632423,3.035974503,3.107651711,3.279744148,3.151638031,3.05480957,3.358642578
,0.204076663,0.136632749,Acp2,1,-3.272658348,-2.389728546,-2.573801041,-2.757888794,-1.93032074,-2.683942795,-3.271617889,-2.459076881,-2.513608932,-3.085550308,-2.339087486,-2.102314949,-1.914083481,-2.068684578,-2.301218987,-2.758266449,-3.920423031,-1.958896637
,1.146208897,0.713212115,Acp3,1,-3.051939964,-2.827087402,-4.179786682,-2.757623672,-2.163545609,-2.137886047,-2.297519684,-2.413125038,-3.445213318,-2.869861603,-2.109129906,-2.396569252,-1.973794937,-2.601912498,-2.153599739,-2.928113937,-3.05033493,-2.211093903
,0.057286937,-0.028363943,Acp6,0,2.27146244,2.321292877,1.942903519,1.75995636,1.994367599,1.954221725,2.394386292,2.27348423,2.275503159,1.864999771,1.561816216,1.343392372,1.783618927,2.231511116,2.172974586,1.907093048,1.667215347,1.646009445
,1.064705649,-0.176900217,Acsf2,0,0.37151432,0.583406448,0.43629837,0.671283722,0.481182098,0.304128647,0.061126709,0.26895237,0.340415955,0.404808044,0.510464668,0.261445045,0.456481934,0.694130898,0.715016365,0.412485123,0.236772537,0.385169983
,0.853316644,-0.661012105,Acsf3,4,-2.722998619,-3.066747665,-2.536901474,-2.330425262,-2.353192568,-2.603189468,-3.920358658,-3.739392281,-4.017409325,-2.593429565,-4.049990654,-4.361850739,-3.584352493,-3.143044472,-2.60240078,-3.21097374,-2.654588699,-3.549938202
,0.19996151,-0.184178591,Acsl1,0,2.33761692,2.522323608,2.644899368,2.380876541,1.93252182,2.153944016,3.129152298,3.162964821,2.661331177,1.627832413,1.343007088,2.357642174,2.343639374,2.680165291,2.714310646,1.268745422,2.089099884,1.562196732
,0.124913799,0.157276477,Acsl3,3,-4.256517887,-1.97205925,-2.007398605,-1.572856903,-1.984041214,-2.923891068,-2.215360641,-2.349637032,-2.28553009,-1.79810524,-2.507956505,-2.712823868,-1.739980698,-3.39275527,-2.639737129,-2.043485641,-2.306613922,-2.313367844
,0.00884742,-0.023624999,Acsl6,0,-0.022191048,1.708385468,-0.569292068,0.378610611,0.923685074,0.806936264,0.946588516,0.640559196,1.106414795,-3.329708099,1.357296944,0.842736244,1.181613922,0.768036842,1.006455421,1.348270416,1.262298584,1.173059464
,0.440628954,0.776485665,Acss2,1,1.07511425,0.629652023,-3.773762226,-0.209245682,0.349945068,0.080774307,-0.00919342,0.33170414,-0.058734894,0.729244232,0.024737358,0.340989113,0.245630264,0.404032707,0.648659706,-0.097747803,-0.433031082,0.393861771
,0.146980847,-0.994282075,Actbl2,2,7.635058403,9.485237122,6.848352432,10.06509781,9.151290894,9.858966827,8.894536972,9.580321312,9.126878738,-3.79857111,9.785656929,9.683053017,9.836519241,-3.99128437,9.926924706,9.272104263,10.03995132,9.699121475
,0.047189903,0.025242874,Actg2,1,-3.403777122,-3.798524857,-3.481721878,-2.869382858,-3.194288254,-3.342775345,-3.369760513,-3.530823708,-2.982736588,-3.781517267,-3.339859962,-3.660462379,-3.444059372,-3.28249836,-3.471243858,-2.993082047,-3.18343544,-2.981210709
,0.349212685,-0.408918066,Actl6a,9,-3.71625638,-3.614403009,-2.994165421,-2.444317102,-3.401945114,-2.944391251,-3.478311539,-2.945693016,-5.557355404,-3.77733779,-3.103390694,-3.092490196,-1.987126112,-2.912524223,-3.365128517,-3.810506821,-3.242058516,-3.701875687
,0.075463196,0.039337533,Actn1,0,2.469000816,2.569997787,1.975912094,2.607040405,2.529550552,2.556251526,2.110839844,1.939684868,2.77094841,2.719358444,2.487143517,3.244467735,3.030033112,3.133294106,2.858487129,2.371751785,2.808876038,2.522239685
,0.504037622,2.319997873,Actn3,7,-3.783460617,1.297710419,-4.10862112,0.346704483,1.161270142,1.027858734,5.370864868,5.45988369,-0.29205513,-4.017243385,-3.404010773,-1.11717701,-0.706472397,-2.99554348,-3.709094286,1.705595016,-3.377862692,-4.24086237
,0.308596901,0.143709353,Actn4,0,2.169852257,3.084487915,2.354814529,2.966945648,2.830921173,3.042125702,2.697509766,2.649926186,2.98617363,2.385700226,2.921784401,3.199433327,3.28140831,2.979861259,3.201834679,2.789466858,3.125741959,3.092819214
,0.078619148,0.094914811,Actr10,0,-0.146397591,0.629720688,-0.032794952,1.725473404,0.467535019,0.989810944,0.060768127,0.750287056,0.704832077,-0.176725388,1.675898552,0.336689949,0.800859451,0.417450905,0.832825661,0.112760544,0.679023743,0.966386795
,0.075420136,-0.11497317,Actr1a,0,3.096190453,2.547250748,2.791788101,3.509317398,3.271068573,3.592472076,3.382205963,3.310708046,0.659778595,2.43429184,3.447619438,3.182528496,3.549512863,3.410410881,3.496277809,2.439687729,3.471172333,3.464302063
,0.105836376,0.080210311,Actr1b,0,2.838349342,2.240970612,2.258806229,2.55188179,2.744155884,2.822225571,2.774780273,2.894293785,1.768102646,1.847995758,3.017432213,2.677678108,2.694839478,2.959687233,2.936736107,0.167964935,2.553747177,3.15937233
,0.127202064,-0.024034943,Actr2,0,2.869587898,2.821418762,2.85902977,2.647499084,2.789337158,2.650068283,2.606935501,2.80507946,2.750864029,2.952943802,2.872214317,2.80959034,2.807008743,2.627274513,2.808848381,2.553153992,2.773571014,2.939739227
,0.098652466,-0.032142878,Actr3,0,3.821755409,3.96733284,3.42354393,3.816200256,3.894750595,3.837633133,3.703998566,3.677639961,3.565345764,3.47203064,3.924057961,3.962498665,3.915662766,3.7716856,3.787142754,3.773302078,3.800746918,4.022684097
,0.003434866,0.00740867,Actr3b,3,-2.198842049,-2.165458679,-3.350615025,-0.905511856,-1.196575165,-0.833683014,-2.251115799,-1.040959358,-2.150382996,-3.708346128,-3.852825165,-1.316937447,-1.881965637,-1.6076231,-1.587124825,-2.099285126,-1.349920273,-1.086870193
,0.696314158,1.096992237,Acy1,1,-1.262036324,0.22819519,-4.143864155,0.227399826,-0.137374878,0.264726639,0.169197083,0.068190575,-0.10267067,-1.32551384,0.079356194,-0.007382393,-0.113706589,0.23263073,0.166205406,-0.304956436,-0.186862946,0.106925964
,1.032148667,0.326799767,Acy3,0,-0.612566948,-0.333669662,-0.691474915,-0.024044037,0.259803772,-0.056751251,-0.556762695,-0.151658058,0.096536636,-0.242160797,0.030518532,-0.32363987,-0.035850525,0.323483467,0.300704002,-0.087633133,0.094528198,0.219144821
